measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1990,159583902.15501112,165455156.54346016,155128690.21254095
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1990,0.062343812814834594,0.06615315156033648,0.05836340790958671
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1990,2958.156791434653,3066.9903943788936,2875.5719236194936
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1991,162771205.66142708,168399229.31931564,158484349.20661175
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1991,0.06316763194514598,0.06705081233888166,0.059165683877162235
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1991,2971.250331356859,3073.9851307363565,2892.9974019760707
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1993,170170363.21458736,175884205.97299454,166071191.21685955
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1993,0.06558557236476166,0.06964399369143172,0.061381240639472284
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1993,3017.2983583075625,3118.610761060263,2944.615755382353
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1995,175430836.80159566,181078995.93054378,171372719.53550825
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1995,0.06726484092250959,0.07141248276938642,0.0629870208250557
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1995,3026.7925132643722,3124.242916379991,2956.775866345941
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1992,166192206.67728582,171921534.78644156,161992730.26688957
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1992,0.06441240243745554,0.06842170880718881,0.060332158234663445
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1992,2988.760385735372,3091.7952345521735,2913.238019270892
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1994,172974799.68004,178721499.49409592,168873131.50226235
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1994,0.06569658804838596,0.06962928143639853,0.06155069547646341
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1994,3025.260000913402,3125.7674801351054,2953.5234664690624
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1996,176810968.41952392,182154681.0778548,172907569.84605592
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1996,0.06794280081355192,0.07217523308638109,0.06359065208254107
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1996,3010.0444993570627,3101.016304088027,2943.5927203193082
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1998,180029011.22459382,184927787.06455168,176387881.3870784
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1998,0.0690397564003313,0.07324262136148714,0.06466388917139364
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1998,2984.845305098368,3066.066037063539,2924.4760944537406
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1999,182600804.00009632,187236081.1174474,179134677.3598199
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1999,0.06983525092723118,0.07407574167559573,0.06537062983645998
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1999,2988.567088858008,3064.431139492992,2931.838138185158
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,1997,178218626.83895692,183312750.71998575,174453457.20421284
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,1997,0.06838590097649604,0.07259335072599434,0.06404035277741828
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,1997,2993.848679003236,3079.423550285788,2930.598566839665
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2001,185436128.6920709,189571474.8840995,182102993.07864347
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2001,0.07135523598039899,0.07577815346557683,0.06668280896277133
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,2001,2958.0812128155417,3024.0483464340473,2904.910960031529
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2003,188794905.55505064,192394816.1957448,185813236.90733713
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2003,0.07318568524833222,0.0777160389645369,0.06827524068927807
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,2003,2935.4255773372606,2991.397796183711,2889.065923797293
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2000,184483837.88675475,189002988.45311707,180967077.36696917
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2000,0.07064545120384247,0.07501155466836916,0.06607867994860644
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,2000,2980.7850594230167,3053.8029272416857,2923.9632405849875
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2002,187178184.77609092,190991571.6289009,184055678.89519143
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2002,0.07223958000052116,0.07668864251604905,0.06749800573920614
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,2002,2947.882394493622,3007.9396921976218,2898.7058297993044
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2004,189877522.71528077,193325242.97626016,186963510.83232865
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2004,0.07359619777313577,0.07814883347529533,0.06860384719631892
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,2004,2914.88060992952,2967.8078484645384,2870.1465275944665
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2005,191747335.68079963,195078095.9725717,188829597.53792924
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2005,0.07466247706039027,0.07938850697772458,0.06945381387150687
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,2005,2906.3260916236877,2956.810629030955,2862.101756182248
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2007,194263389.9924198,197128121.3552307,191233913.74882245
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2007,0.07666952110879575,0.08179144208926235,0.07116453873145255
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,2007,2870.2162430310877,2912.542275176317,2825.4561267652834
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2006,192135409.01709807,195136150.52768737,189143718.3459965
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2006,0.07546924066235945,0.08035564993780439,0.07008539076121047
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,2006,2875.5434293430562,2920.4532280005446,2830.769087664332
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2010,204096940.35971522,207372758.37573424,200762602.90027034
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2010,0.08037990194944931,0.08615668891497989,0.07462844136082374
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,3,Rate,2010,2902.020617255501,2948.5989314825997,2854.610224747205
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2009,200821070.11874518,203906642.3472262,197583547.7045155
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,2,Percent,2009,0.07947530374481115,0.08504400876616466,0.07382671536230084
